order_id,order_date,region,sku,quantity,amount,month,cost,source_file
ORD10230,2026-02-06,West,SKU-005,2,169.05,2026-02,99.52,sales_feb_2026.csv
ORD10231,2026-02-21,East,SKU-015,5,880.17,2026-02,165.85,sales_feb_2026.csv
ORD10232,2026-02-09,South,SKU-020,7,1234.84,2026-02,479.99,sales_feb_2026.csv
ORD10233,2026-02-01,North,SKU-001,3,155.45,2026-02,99.45,sales_feb_2026.csv
ORD10234,2026-02-03,South,SKU-003,3,454.41,2026-02,243.69,sales_feb_2026.csv
ORD10235,2026-02-04,South,SKU-009,4,307.93,2026-02,34.72,sales_feb_2026.csv
ORD10236,2026-02-20,East,SKU-024,8,1138.58,2026-02,132.16,sales_feb_2026.csv
ORD10237,2026-02-09,North,SKU-039,3,57.98,2026-02,124.44,sales_feb_2026.csv
ORD10238,2026-02-01,East,SKU-004,6,114.32,2026-02,33.9,sales_feb_2026.csv
ORD10239,2026-02-05,East,SKU-010,8,1425.07,2026-02,364.4,sales_feb_2026.csv
ORD10240,2026-02-27,East,SKU-018,11,210.81,2026-02,450.56,sales_feb_2026.csv
ORD10241,2026-02-13,North,SKU-036,5,622.21,2026-02,414.9,sales_feb_2026.csv
ORD10242,2026-02-26,North,SKU-028,1,92.75,2026-02,73.43,sales_feb_2026.csv
ORD10243,2026-02-22,South,SKU-005,3,136.14,2026-02,149.28,sales_feb_2026.csv
ORD10244,2026-02-25,North,SKU-009,11,1278.44,2026-02,95.48,sales_feb_2026.csv
ORD10245,2026-02-17,North,SKU-029,3,263.16,2026-02,236.07,sales_feb_2026.csv
ORD10246,2026-02-21,West,SKU-025,11,770.02,2026-02,296.12,sales_feb_2026.csv
ORD10247,2026-02-20,South,SKU-038,7,383.9,2026-02,169.61,sales_feb_2026.csv
ORD10248,2026-02-28,West,SKU-016,10,882.17,2026-02,546.6,sales_feb_2026.csv
ORD10249,2026-02-18,East,SKU-025,5,836.83,2026-02,134.6,sales_feb_2026.csv
ORD10250,2026-02-02,West,SKU-012,5,503.49,2026-02,50.0,sales_feb_2026.csv
ORD10251,2026-02-13,East,SKU-001,6,689.92,2026-02,198.9,sales_feb_2026.csv
ORD10252,2026-02-09,North,SKU-033,9,280.11,2026-02,746.91,sales_feb_2026.csv
ORD10253,2026-02-06,South,SKU-024,1,151.92,2026-02,16.52,sales_feb_2026.csv
ORD10254,2026-02-03,East,SKU-011,4,650.66,2026-02,273.4,sales_feb_2026.csv
ORD10255,2026-02-06,East,SKU-002,5,63.76,2026-02,40.5,sales_feb_2026.csv
ORD10256,2026-02-14,South,SKU-001,11,699.19,2026-02,364.65,sales_feb_2026.csv
ORD10257,2026-02-06,North,SKU-030,7,97.19,2026-02,44.8,sales_feb_2026.csv
ORD10258,2026-02-28,North,SKU-037,11,1874.66,2026-02,562.65,sales_feb_2026.csv
ORD10259,2026-02-04,South,SKU-024,10,1104.13,2026-02,165.2,sales_feb_2026.csv
ORD10260,2026-02-26,East,SKU-013,11,1425.73,2026-02,710.38,sales_feb_2026.csv
ORD10261,2026-02-25,West,SKU-037,7,342.23,2026-02,358.05,sales_feb_2026.csv
ORD10262,2026-02-26,East,SKU-014,9,1029.61,2026-02,608.31,sales_feb_2026.csv
ORD10263,2026-02-20,South,SKU-013,8,1137.62,2026-02,516.64,sales_feb_2026.csv
ORD10264,2026-02-06,East,SKU-028,8,376.71,2026-02,587.44,sales_feb_2026.csv
ORD10265,2026-02-25,North,SKU-040,7,1121.56,2026-02,616.28,sales_feb_2026.csv
ORD10266,2026-02-09,East,SKU-033,9,910.23,2026-02,746.91,sales_feb_2026.csv
ORD10267,2026-02-19,South,SKU-019,12,184.2,2026-02,330.96,sales_feb_2026.csv
ORD10268,2026-02-26,North,SKU-001,4,472.17,2026-02,132.6,sales_feb_2026.csv
ORD10269,2026-02-11,East,SKU-030,12,1838.52,2026-02,76.8,sales_feb_2026.csv
ORD10270,2026-02-18,East,SKU-002,7,993.88,2026-02,56.7,sales_feb_2026.csv
ORD10271,2026-02-27,North,SKU-027,3,455.17,2026-02,238.11,sales_feb_2026.csv
ORD10272,2026-02-05,West,SKU-040,5,348.84,2026-02,440.2,sales_feb_2026.csv
ORD10273,2026-02-02,North,SKU-040,11,871.44,2026-02,968.44,sales_feb_2026.csv
ORD10274,2026-02-12,North,SKU-020,11,579.27,2026-02,754.27,sales_feb_2026.csv
ORD10275,2026-02-05,East,SKU-016,1,97.23,2026-02,54.66,sales_feb_2026.csv
ORD10276,2026-02-22,North,SKU-007,1,173.69,2026-02,75.16,sales_feb_2026.csv
ORD10277,2026-02-04,South,SKU-036,6,450.65,2026-02,497.88,sales_feb_2026.csv
ORD10278,2026-02-05,South,SKU-016,7,872.85,2026-02,382.62,sales_feb_2026.csv
ORD10279,2026-02-05,South,SKU-002,4,308.92,2026-02,32.4,sales_feb_2026.csv
ORD10280,2026-02-24,West,SKU-037,12,415.53,2026-02,613.8,sales_feb_2026.csv
ORD10281,2026-02-04,South,SKU-037,11,1627.65,2026-02,562.65,sales_feb_2026.csv
ORD10282,2026-02-07,East,SKU-025,5,51.09,2026-02,134.6,sales_feb_2026.csv
ORD10283,2026-02-18,East,SKU-029,10,1633.7,2026-02,786.9,sales_feb_2026.csv
ORD10284,2026-02-28,West,SKU-011,6,87.1,2026-02,410.1,sales_feb_2026.csv
ORD10285,2026-02-08,South,SKU-008,9,1496.99,2026-02,178.47,sales_feb_2026.csv
ORD10286,2026-02-18,South,SKU-004,10,920.16,2026-02,56.5,sales_feb_2026.csv
ORD10287,2026-02-12,North,SKU-005,1,165.01,2026-02,49.76,sales_feb_2026.csv
ORD10288,2026-02-14,South,SKU-002,3,414.43,2026-02,24.3,sales_feb_2026.csv
ORD10289,2026-02-17,East,SKU-028,6,1013.77,2026-02,440.58,sales_feb_2026.csv
ORD10290,2026-02-22,West,SKU-012,5,218.96,2026-02,50.0,sales_feb_2026.csv
ORD10291,2026-02-21,West,SKU-026,1,127.21,2026-02,19.62,sales_feb_2026.csv
ORD10292,2026-02-19,East,SKU-010,5,693.46,2026-02,227.75,sales_feb_2026.csv
ORD10293,2026-02-26,South,SKU-021,10,1550.26,2026-02,198.3,sales_feb_2026.csv
ORD10294,2026-02-09,North,SKU-040,11,1730.79,2026-02,968.44,sales_feb_2026.csv
ORD10295,2026-02-02,North,SKU-028,8,1246.66,2026-02,587.44,sales_feb_2026.csv
ORD10296,2026-02-16,South,SKU-030,3,251.27,2026-02,19.2,sales_feb_2026.csv
ORD10297,2026-02-19,East,SKU-039,1,14.73,2026-02,41.48,sales_feb_2026.csv
ORD10298,2026-02-19,West,SKU-019,5,635.57,2026-02,137.9,sales_feb_2026.csv
ORD10299,2026-02-03,North,SKU-008,2,316.96,2026-02,39.66,sales_feb_2026.csv
ORD10300,2026-02-17,West,SKU-001,9,513.5,2026-02,298.35,sales_feb_2026.csv
ORD10301,2026-02-21,North,SKU-040,10,1605.87,2026-02,880.4,sales_feb_2026.csv
ORD10302,2026-02-05,North,SKU-021,10,906.22,2026-02,198.3,sales_feb_2026.csv
ORD10303,2026-02-08,West,SKU-026,12,1714.79,2026-02,235.44,sales_feb_2026.csv
ORD10304,2026-02-27,North,SKU-028,7,917.82,2026-02,514.01,sales_feb_2026.csv
ORD10305,2026-02-14,East,SKU-038,6,487.17,2026-02,145.38,sales_feb_2026.csv
ORD10306,2026-02-13,South,SKU-022,10,832.4,2026-02,49.9,sales_feb_2026.csv
ORD10307,2026-02-24,East,SKU-034,10,613.01,2026-02,380.7,sales_feb_2026.csv
ORD10308,2026-02-19,South,SKU-015,9,1136.92,2026-02,298.53,sales_feb_2026.csv
ORD10309,2026-02-23,West,SKU-021,11,463.59,2026-02,218.13,sales_feb_2026.csv
ORD10310,2026-02-24,East,SKU-007,4,582.45,2026-02,300.64,sales_feb_2026.csv
ORD10311,2026-02-17,South,SKU-038,12,1915.65,2026-02,290.76,sales_feb_2026.csv
ORD10312,2026-02-14,West,SKU-010,12,2151.52,2026-02,546.6,sales_feb_2026.csv
ORD10313,2026-02-19,South,SKU-004,3,411.14,2026-02,16.95,sales_feb_2026.csv
ORD10314,2026-02-27,South,SKU-009,2,99.77,2026-02,17.36,sales_feb_2026.csv
ORD10315,2026-02-17,North,SKU-017,8,664.63,2026-02,64.16,sales_feb_2026.csv
ORD10316,2026-02-24,South,SKU-024,1,39.95,2026-02,16.52,sales_feb_2026.csv
ORD10317,2026-02-27,East,SKU-023,3,335.89,2026-02,12.21,sales_feb_2026.csv
ORD10318,2026-02-19,North,SKU-033,3,60.59,2026-02,248.97,sales_feb_2026.csv
ORD10319,2026-02-18,North,SKU-014,11,1427.73,2026-02,743.49,sales_feb_2026.csv
ORD10320,2026-02-07,East,SKU-007,1,105.8,2026-02,75.16,sales_feb_2026.csv
ORD10321,2026-02-25,South,SKU-018,8,801.47,2026-02,327.68,sales_feb_2026.csv
ORD10322,2026-02-01,East,SKU-032,11,1530.58,2026-02,907.83,sales_feb_2026.csv
ORD10323,2026-02-15,North,SKU-012,12,315.04,2026-02,120.0,sales_feb_2026.csv
ORD10324,2026-02-25,West,SKU-026,7,672.24,2026-02,137.34,sales_feb_2026.csv
ORD10325,2026-02-20,North,SKU-013,2,322.96,2026-02,129.16,sales_feb_2026.csv
ORD10326,2026-02-15,West,SKU-014,5,590.83,2026-02,337.95,sales_feb_2026.csv
ORD10327,2026-02-27,West,SKU-010,6,695.18,2026-02,273.3,sales_feb_2026.csv
ORD10328,2026-02-16,East,SKU-003,10,928.13,2026-02,812.3,sales_feb_2026.csv
ORD10329,2026-02-12,West,SKU-012,2,206.25,2026-02,20.0,sales_feb_2026.csv
ORD10330,2026-02-07,North,SKU-040,8,956.53,2026-02,704.32,sales_feb_2026.csv
ORD10331,2026-02-10,North,SKU-026,4,615.41,2026-02,78.48,sales_feb_2026.csv
ORD10332,2026-02-27,West,SKU-016,3,465.18,2026-02,163.98,sales_feb_2026.csv
ORD10333,2026-02-01,North,SKU-037,10,212.61,2026-02,511.5,sales_feb_2026.csv
ORD10334,2026-02-14,West,SKU-040,10,150.97,2026-02,880.4,sales_feb_2026.csv
ORD10335,2026-02-10,East,SKU-028,5,559.55,2026-02,367.15,sales_feb_2026.csv
ORD10336,2026-02-11,North,SKU-040,2,231.74,2026-02,176.08,sales_feb_2026.csv
ORD10337,2026-02-13,North,SKU-008,6,346.56,2026-02,118.98,sales_feb_2026.csv
ORD10338,2026-02-03,West,SKU-017,10,1121.71,2026-02,80.2,sales_feb_2026.csv
ORD10339,2026-02-08,North,SKU-022,10,112.61,2026-02,49.9,sales_feb_2026.csv
ORD10340,2026-02-13,West,SKU-010,1,58.19,2026-02,45.55,sales_feb_2026.csv
ORD10341,2026-02-27,West,SKU-013,7,705.92,2026-02,452.06,sales_feb_2026.csv
ORD10342,2026-02-13,North,SKU-016,1,148.38,2026-02,54.66,sales_feb_2026.csv
ORD10343,2026-02-06,South,SKU-028,10,1231.44,2026-02,734.3,sales_feb_2026.csv
ORD10344,2026-02-09,West,SKU-030,1,105.28,2026-02,6.4,sales_feb_2026.csv
ORD10345,2026-02-13,South,SKU-019,6,546.49,2026-02,165.48,sales_feb_2026.csv
ORD10346,2026-02-07,South,SKU-033,10,260.29,2026-02,829.9,sales_feb_2026.csv
ORD10347,2026-02-25,South,SKU-006,5,219.8,2026-02,42.15,sales_feb_2026.csv
ORD10348,2026-02-02,South,SKU-017,10,1414.47,2026-02,80.2,sales_feb_2026.csv
ORD10349,2026-02-01,East,SKU-037,9,1140.13,2026-02,460.35,sales_feb_2026.csv
ORD10350,2026-02-24,South,SKU-021,10,849.54,2026-02,198.3,sales_feb_2026.csv
ORD10351,2026-02-13,East,SKU-030,5,864.29,2026-02,32.0,sales_feb_2026.csv
ORD10352,2026-02-11,South,SKU-036,7,650.54,2026-02,580.86,sales_feb_2026.csv
ORD10353,2026-02-10,West,SKU-012,5,92.73,2026-02,50.0,sales_feb_2026.csv
ORD10354,2026-02-04,West,SKU-009,2,265.17,2026-02,17.36,sales_feb_2026.csv
ORD10355,2026-02-11,South,SKU-040,9,688.74,2026-02,792.36,sales_feb_2026.csv
ORD10356,2026-02-02,East,SKU-019,7,858.91,2026-02,193.06,sales_feb_2026.csv
ORD10357,2026-02-26,South,SKU-006,12,1720.77,2026-02,101.16,sales_feb_2026.csv
ORD10358,2026-02-27,West,SKU-032,1,139.28,2026-02,82.53,sales_feb_2026.csv
ORD10359,2026-02-02,South,SKU-007,6,891.98,2026-02,450.96,sales_feb_2026.csv
ORD10360,2026-02-23,North,SKU-017,7,786.82,2026-02,56.14,sales_feb_2026.csv
ORD10361,2026-02-17,West,SKU-001,3,291.62,2026-02,99.45,sales_feb_2026.csv
ORD10362,2026-02-01,East,SKU-029,9,118.49,2026-02,708.21,sales_feb_2026.csv
ORD10363,2026-02-02,West,SKU-020,7,78.39,2026-02,479.99,sales_feb_2026.csv
ORD10364,2026-02-08,North,SKU-031,2,288.39,2026-02,106.16,sales_feb_2026.csv
ORD10365,2026-02-26,East,SKU-007,3,125.15,2026-02,225.48,sales_feb_2026.csv
ORD10366,2026-02-26,West,SKU-008,7,405.1,2026-02,138.81,sales_feb_2026.csv
ORD10367,2026-02-22,North,SKU-011,3,492.31,2026-02,205.05,sales_feb_2026.csv
ORD10368,2026-02-03,East,SKU-010,6,265.99,2026-02,273.3,sales_feb_2026.csv
ORD10369,2026-02-10,West,SKU-030,12,135.19,2026-02,76.8,sales_feb_2026.csv
ORD10370,2026-02-03,East,SKU-032,8,414.21,2026-02,660.24,sales_feb_2026.csv
ORD10371,2026-02-26,South,SKU-019,7,1169.07,2026-02,193.06,sales_feb_2026.csv
ORD10372,2026-02-22,North,SKU-009,9,942.45,2026-02,78.12,sales_feb_2026.csv
ORD10373,2026-02-28,North,SKU-018,6,200.13,2026-02,245.76,sales_feb_2026.csv
ORD10374,2026-02-28,East,SKU-019,6,471.48,2026-02,165.48,sales_feb_2026.csv
ORD10375,2026-02-15,West,SKU-025,1,70.03,2026-02,26.92,sales_feb_2026.csv
ORD10376,2026-02-17,West,SKU-015,9,229.82,2026-02,298.53,sales_feb_2026.csv
ORD10377,2026-02-02,North,SKU-034,10,709.29,2026-02,380.7,sales_feb_2026.csv
ORD10378,2026-02-28,West,SKU-010,7,371.88,2026-02,318.85,sales_feb_2026.csv
ORD10379,2026-02-09,East,SKU-037,12,293.08,2026-02,613.8,sales_feb_2026.csv
ORD10380,2026-02-21,North,SKU-032,7,674.48,2026-02,577.71,sales_feb_2026.csv
ORD10381,2026-02-19,East,SKU-017,8,905.71,2026-02,64.16,sales_feb_2026.csv
ORD10382,2026-02-03,East,SKU-027,10,435.94,2026-02,793.7,sales_feb_2026.csv
ORD10383,2026-02-01,East,SKU-005,10,805.37,2026-02,497.6,sales_feb_2026.csv
ORD10384,2026-02-26,East,SKU-019,10,1411.98,2026-02,275.8,sales_feb_2026.csv
ORD10385,2026-02-17,East,SKU-012,6,983.78,2026-02,60.0,sales_feb_2026.csv
ORD10386,2026-02-12,North,SKU-014,1,62.38,2026-02,67.59,sales_feb_2026.csv
ORD10387,2026-02-19,South,SKU-027,4,203.12,2026-02,317.48,sales_feb_2026.csv
ORD10388,2026-02-06,East,SKU-012,9,125.07,2026-02,90.0,sales_feb_2026.csv
ORD10389,2026-02-05,South,SKU-003,6,213.21,2026-02,487.38,sales_feb_2026.csv
ORD10390,2026-02-05,South,SKU-036,10,1024.22,2026-02,829.8,sales_feb_2026.csv
ORD10391,2026-02-23,South,SKU-016,9,851.37,2026-02,491.94,sales_feb_2026.csv
ORD10392,2026-02-23,South,SKU-022,9,1034.78,2026-02,44.91,sales_feb_2026.csv
ORD10393,2026-02-16,West,SKU-016,9,210.04,2026-02,491.94,sales_feb_2026.csv
ORD10394,2026-02-25,South,SKU-032,4,54.24,2026-02,330.12,sales_feb_2026.csv
ORD10395,2026-02-09,East,SKU-002,6,299.33,2026-02,48.6,sales_feb_2026.csv
ORD10396,2026-02-13,South,SKU-004,5,681.87,2026-02,28.25,sales_feb_2026.csv
ORD10397,2026-02-24,North,SKU-030,11,1511.54,2026-02,70.4,sales_feb_2026.csv
ORD10398,2026-02-09,North,SKU-039,1,137.55,2026-02,41.48,sales_feb_2026.csv
ORD10399,2026-02-22,East,SKU-033,7,575.14,2026-02,580.93,sales_feb_2026.csv
ORD10400,2026-02-07,North,SKU-007,2,200.64,2026-02,150.32,sales_feb_2026.csv
ORD10401,2026-02-16,West,SKU-025,10,883.99,2026-02,269.2,sales_feb_2026.csv
ORD10402,2026-02-01,West,SKU-038,9,1618.17,2026-02,218.07,sales_feb_2026.csv
ORD10403,2026-02-12,East,SKU-026,10,1233.31,2026-02,196.2,sales_feb_2026.csv
ORD10404,2026-02-16,North,SKU-040,7,262.33,2026-02,616.28,sales_feb_2026.csv
ORD10405,2026-02-12,East,SKU-011,11,1444.31,2026-02,751.85,sales_feb_2026.csv
ORD10406,2026-02-23,South,SKU-008,6,379.63,2026-02,118.98,sales_feb_2026.csv
ORD10407,2026-02-06,North,SKU-016,1,68.09,2026-02,54.66,sales_feb_2026.csv
ORD10408,2026-02-20,South,SKU-007,12,601.6,2026-02,901.92,sales_feb_2026.csv
ORD10409,2026-02-05,West,SKU-015,9,1499.55,2026-02,298.53,sales_feb_2026.csv
ORD10410,2026-02-17,South,SKU-006,10,390.66,2026-02,84.3,sales_feb_2026.csv
ORD10411,2026-02-27,North,SKU-001,3,519.47,2026-02,99.45,sales_feb_2026.csv
ORD10412,2026-02-17,West,SKU-024,12,1991.58,2026-02,198.24,sales_feb_2026.csv
ORD10413,2026-02-09,East,SKU-010,2,348.96,2026-02,91.1,sales_feb_2026.csv
ORD10414,2026-02-13,North,SKU-030,3,130.37,2026-02,19.2,sales_feb_2026.csv
ORD10415,2026-02-17,North,SKU-022,5,325.25,2026-02,24.95,sales_feb_2026.csv
ORD10416,2026-02-05,East,SKU-021,1,84.64,2026-02,19.83,sales_feb_2026.csv
ORD10417,2026-02-13,South,SKU-004,4,105.83,2026-02,22.6,sales_feb_2026.csv
ORD10418,2026-02-08,West,SKU-040,7,148.87,2026-02,616.28,sales_feb_2026.csv
ORD10419,2026-02-10,West,SKU-003,10,1379.0,2026-02,812.3,sales_feb_2026.csv
ORD10420,2026-02-04,West,SKU-036,2,95.1,2026-02,165.96,sales_feb_2026.csv
ORD10421,2026-02-10,South,SKU-032,3,458.4,2026-02,247.59,sales_feb_2026.csv
ORD10422,2026-02-27,East,SKU-031,4,522.69,2026-02,212.32,sales_feb_2026.csv
ORD10423,2026-02-26,East,SKU-040,3,138.58,2026-02,264.12,sales_feb_2026.csv
ORD10424,2026-02-26,East,SKU-018,3,203.33,2026-02,122.88,sales_feb_2026.csv
ORD10425,2026-02-11,South,SKU-010,5,373.57,2026-02,227.75,sales_feb_2026.csv
ORD10426,2026-02-08,South,SKU-019,5,61.32,2026-02,137.9,sales_feb_2026.csv
ORD10427,2026-02-28,West,SKU-018,9,1290.41,2026-02,368.64,sales_feb_2026.csv
ORD10428,2026-02-15,South,SKU-009,7,739.58,2026-02,60.76,sales_feb_2026.csv
ORD10429,2026-02-13,North,SKU-010,11,1116.86,2026-02,501.05,sales_feb_2026.csv
ORD10430,2026-02-14,South,SKU-001,3,191.53,2026-02,99.45,sales_feb_2026.csv
ORD10431,2026-02-24,South,SKU-006,1,162.54,2026-02,8.43,sales_feb_2026.csv
ORD10432,2026-02-26,East,SKU-039,9,1313.68,2026-02,373.32,sales_feb_2026.csv
ORD10433,2026-02-11,South,SKU-013,10,1527.13,2026-02,645.8,sales_feb_2026.csv
ORD10434,2026-02-18,West,SKU-022,5,221.0,2026-02,24.95,sales_feb_2026.csv
ORD10435,2026-02-17,West,SKU-012,5,517.29,2026-02,50.0,sales_feb_2026.csv
ORD10436,2026-02-13,West,SKU-026,7,431.0,2026-02,137.34,sales_feb_2026.csv
ORD10437,2026-02-22,West,SKU-018,2,74.62,2026-02,81.92,sales_feb_2026.csv
ORD10438,2026-02-19,West,SKU-021,2,317.05,2026-02,39.66,sales_feb_2026.csv
ORD10439,2026-02-11,West,SKU-031,10,570.95,2026-02,530.8,sales_feb_2026.csv
ORD10440,2026-02-26,East,SKU-039,5,120.7,2026-02,207.4,sales_feb_2026.csv
ORD10441,2026-02-21,North,SKU-009,10,1309.08,2026-02,86.8,sales_feb_2026.csv
ORD10442,2026-02-14,North,SKU-010,5,79.63,2026-02,227.75,sales_feb_2026.csv
ORD10443,2026-02-03,North,SKU-025,10,438.29,2026-02,269.2,sales_feb_2026.csv
ORD10001,2026-01-26,North,SKU-002,9,131.52,2026-01,72.9,sales_jan_2026.csv
ORD10002,2026-01-21,West,SKU-032,4,520.52,2026-01,330.12,sales_jan_2026.csv
ORD10003,2026-01-05,South,SKU-040,6,126.34,2026-01,528.24,sales_jan_2026.csv
ORD10004,2026-01-25,East,SKU-028,8,207.03,2026-01,587.44,sales_jan_2026.csv
ORD10005,2026-01-29,East,SKU-008,1,166.52,2026-01,19.83,sales_jan_2026.csv
ORD10006,2026-01-04,East,SKU-038,5,105.59,2026-01,121.15,sales_jan_2026.csv
ORD10007,2026-01-19,North,SKU-001,9,795.87,2026-01,298.35,sales_jan_2026.csv
ORD10008,2026-01-08,North,SKU-023,7,593.16,2026-01,28.49,sales_jan_2026.csv
ORD10009,2026-01-28,South,SKU-035,5,296.2,2026-01,48.5,sales_jan_2026.csv
ORD10010,2026-01-21,East,SKU-019,9,1254.18,2026-01,248.22,sales_jan_2026.csv
ORD10011,2026-01-09,West,SKU-040,8,697.66,2026-01,704.32,sales_jan_2026.csv
ORD10012,2026-01-10,West,SKU-031,8,1240.34,2026-01,424.64,sales_jan_2026.csv
ORD10013,2026-01-31,North,SKU-002,4,272.46,2026-01,32.4,sales_jan_2026.csv
ORD10014,2026-01-26,East,SKU-021,9,225.5,2026-01,178.47,sales_jan_2026.csv
ORD10015,2026-01-18,West,SKU-030,7,691.46,2026-01,44.8,sales_jan_2026.csv
ORD10016,2026-01-28,West,SKU-023,4,76.27,2026-01,16.28,sales_jan_2026.csv
ORD10017,2026-01-30,North,SKU-037,12,368.7,2026-01,613.8,sales_jan_2026.csv
ORD10018,2026-01-18,North,SKU-033,1,130.33,2026-01,82.99,sales_jan_2026.csv
ORD10019,2026-01-24,South,SKU-039,9,867.19,2026-01,373.32,sales_jan_2026.csv
ORD10020,2026-01-14,South,SKU-016,9,328.01,2026-01,491.94,sales_jan_2026.csv
ORD10021,2026-01-16,South,SKU-023,1,90.77,2026-01,4.07,sales_jan_2026.csv
ORD10022,2026-01-13,East,SKU-010,9,1530.8,2026-01,409.95,sales_jan_2026.csv
ORD10023,2026-01-06,North,SKU-002,2,185.23,2026-01,16.2,sales_jan_2026.csv
ORD10024,2026-01-24,East,SKU-003,6,123.33,2026-01,487.38,sales_jan_2026.csv
ORD10025,2026-01-18,East,SKU-014,9,1254.28,2026-01,608.31,sales_jan_2026.csv
ORD10026,2026-01-05,East,SKU-013,9,1335.14,2026-01,581.22,sales_jan_2026.csv
ORD10027,2026-01-18,East,SKU-021,3,371.07,2026-01,59.49,sales_jan_2026.csv
ORD10028,2026-01-02,East,SKU-001,12,1970.36,2026-01,397.8,sales_jan_2026.csv
ORD10029,2026-01-18,North,SKU-031,10,1011.74,2026-01,530.8,sales_jan_2026.csv
ORD10030,2026-01-31,West,SKU-007,1,165.93,2026-01,75.16,sales_jan_2026.csv
ORD10031,2026-01-08,South,SKU-028,11,549.91,2026-01,807.73,sales_jan_2026.csv
ORD10032,2026-01-07,East,SKU-004,12,236.54,2026-01,67.8,sales_jan_2026.csv
ORD10033,2026-01-10,North,SKU-019,1,127.33,2026-01,27.58,sales_jan_2026.csv
ORD10034,2026-01-09,East,SKU-001,4,177.63,2026-01,132.6,sales_jan_2026.csv
ORD10035,2026-01-10,West,SKU-023,2,274.44,2026-01,8.14,sales_jan_2026.csv
ORD10036,2026-01-12,West,SKU-007,2,248.24,2026-01,150.32,sales_jan_2026.csv
ORD10037,2026-01-24,North,SKU-039,4,473.5,2026-01,165.92,sales_jan_2026.csv
ORD10038,2026-01-02,West,SKU-007,2,156.86,2026-01,150.32,sales_jan_2026.csv
ORD10039,2026-01-19,South,SKU-031,11,1300.74,2026-01,583.88,sales_jan_2026.csv
ORD10040,2026-01-22,West,SKU-034,3,335.19,2026-01,114.21,sales_jan_2026.csv
ORD10041,2026-01-14,West,SKU-024,7,963.35,2026-01,115.64,sales_jan_2026.csv
ORD10042,2026-01-26,West,SKU-031,10,1534.54,2026-01,530.8,sales_jan_2026.csv
ORD10043,2026-01-26,East,SKU-015,12,1712.73,2026-01,398.04,sales_jan_2026.csv
ORD10044,2026-01-12,West,SKU-019,10,659.76,2026-01,275.8,sales_jan_2026.csv
ORD10045,2026-01-09,East,SKU-003,10,970.72,2026-01,812.3,sales_jan_2026.csv
ORD10046,2026-01-22,East,SKU-040,4,56.96,2026-01,352.16,sales_jan_2026.csv
ORD10047,2026-01-13,West,SKU-040,2,312.93,2026-01,176.08,sales_jan_2026.csv
ORD10048,2026-01-18,North,SKU-029,12,1042.49,2026-01,944.28,sales_jan_2026.csv
ORD10049,2026-01-17,North,SKU-015,4,385.47,2026-01,132.68,sales_jan_2026.csv
ORD10050,2026-01-20,South,SKU-001,8,1223.17,2026-01,265.2,sales_jan_2026.csv
ORD10051,2026-01-14,South,SKU-016,5,451.95,2026-01,273.3,sales_jan_2026.csv
ORD10052,2026-01-22,South,SKU-035,3,342.47,2026-01,29.1,sales_jan_2026.csv
ORD10053,2026-01-13,West,SKU-021,5,85.27,2026-01,99.15,sales_jan_2026.csv
ORD10054,2026-01-22,West,SKU-021,9,1252.16,2026-01,178.47,sales_jan_2026.csv
ORD10055,2026-01-12,West,SKU-017,2,254.76,2026-01,16.04,sales_jan_2026.csv
ORD10056,2026-01-10,East,SKU-016,2,130.62,2026-01,109.32,sales_jan_2026.csv
ORD10057,2026-01-29,South,SKU-022,6,640.78,2026-01,29.94,sales_jan_2026.csv
ORD10058,2026-01-18,West,SKU-023,3,418.16,2026-01,12.21,sales_jan_2026.csv
ORD10059,2026-01-16,North,SKU-019,10,540.22,2026-01,275.8,sales_jan_2026.csv
ORD10060,2026-01-08,South,SKU-026,6,625.06,2026-01,117.72,sales_jan_2026.csv
ORD10061,2026-01-20,West,SKU-040,6,918.6,2026-01,528.24,sales_jan_2026.csv
ORD10062,2026-01-23,North,SKU-035,9,670.82,2026-01,87.3,sales_jan_2026.csv
ORD10063,2026-01-29,West,SKU-033,12,418.77,2026-01,995.88,sales_jan_2026.csv
ORD10064,2026-01-12,East,SKU-035,9,1145.86,2026-01,87.3,sales_jan_2026.csv
ORD10065,2026-01-14,North,SKU-035,9,365.22,2026-01,87.3,sales_jan_2026.csv
ORD10066,2026-01-14,West,SKU-025,6,1045.04,2026-01,161.52,sales_jan_2026.csv
ORD10067,2026-01-05,North,SKU-018,10,450.54,2026-01,409.6,sales_jan_2026.csv
ORD10068,2026-01-12,South,SKU-015,1,116.33,2026-01,33.17,sales_jan_2026.csv
ORD10069,2026-01-22,North,SKU-022,8,1135.32,2026-01,39.92,sales_jan_2026.csv
ORD10070,2026-01-19,West,SKU-018,3,48.89,2026-01,122.88,sales_jan_2026.csv
ORD10071,2026-01-14,West,SKU-029,11,690.99,2026-01,865.59,sales_jan_2026.csv
ORD10072,2026-01-28,North,SKU-019,5,122.25,2026-01,137.9,sales_jan_2026.csv
ORD10073,2026-01-19,West,SKU-030,11,1670.66,2026-01,70.4,sales_jan_2026.csv
ORD10074,2026-01-17,West,SKU-028,1,11.64,2026-01,73.43,sales_jan_2026.csv
ORD10075,2026-01-17,South,SKU-019,6,163.5,2026-01,165.48,sales_jan_2026.csv
